iter	Passed	Remaining
1859	1023	1727
1860	1023	1726
1861	1024	1726
1862	1024	1725
1863	1025	1724
1864	1025	1724
1865	1026	1723
1866	1026	1722
1867	1027	1722
1868	1027	1721
1869	1028	1720
1870	1028	1720
1871	1028	1719
1872	1029	1718
1873	1029	1718
1874	1030	1717
1875	1030	1716
1876	1031	1715
1877	1031	1714
1878	1032	1714
1879	1032	1713
1880	1032	1712
1881	1033	1712
1882	1033	1711
1883	1034	1710
1884	1034	1710
1885	1035	1709
1886	1035	1708
1887	1036	1707
1888	1036	1707
1889	1037	1706
1890	1037	1705
1891	1038	1705
1892	1038	1704
1893	1039	1704
1894	1039	1703
1895	1040	1702
1896	1040	1702
1897	1040	1701
1898	1041	1700
1899	1041	1700
1900	1042	1699
1901	1042	1698
1902	1043	1698
1903	1043	1697
1904	1044	1696
1905	1044	1696
1906	1045	1695
1907	1045	1694
1908	1046	1693
1909	1046	1693
1910	1047	1692
1911	1047	1691
1912	1048	1691
1913	1048	1690
1914	1048	1689
1915	1049	1688
1916	1049	1688
1917	1050	1687
1918	1050	1686
1919	1051	1686
1920	1051	1685
1921	1052	1684
1922	1052	1684
1923	1053	1683
1924	1053	1682
1925	1054	1682
1926	1054	1681
1927	1054	1680
1928	1055	1680
1929	1055	1679
1930	1056	1678
1931	1056	1678
1932	1057	1677
1933	1057	1676
1934	1058	1676
1935	1058	1675
1936	1059	1674
1937	1059	1674
1938	1060	1673
1939	1060	1672
1940	1061	1672
1941	1061	1671
1942	1062	1670
1943	1062	1670
1944	1062	1669
1945	1063	1668
1946	1063	1668
1947	1064	1667
1948	1064	1666
1949	1065	1666
1950	1065	1665
1951	1066	1664
1952	1066	1664
1953	1067	1663
1954	1067	1662
1955	1068	1662
1956	1068	1661
1957	1069	1660
1958	1069	1660
1959	1069	1659
1960	1070	1658
1961	1070	1658
1962	1071	1657
1963	1071	1656
1964	1072	1656
1965	1072	1655
1966	1073	1654
1967	1073	1654
1968	1074	1653
1969	1074	1653
1970	1075	1652
1971	1075	1651
1972	1076	1651
1973	1076	1650
1974	1077	1649
1975	1077	1649
1976	1078	1648
1977	1078	1647
1978	1078	1647
1979	1079	1646
1980	1079	1645
1981	1080	1645
1982	1080	1644
1983	1081	1643
1984	1081	1643
1985	1082	1642
1986	1082	1641
1987	1083	1641
1988	1083	1640
1989	1084	1639
1990	1084	1639
1991	1085	1638
1992	1085	1637
1993	1085	1637
1994	1086	1636
1995	1086	1635
1996	1087	1635
1997	1087	1634
1998	1088	1633
1999	1088	1633
2000	1088	1632
2001	1089	1631
2002	1090	1630
2003	1090	1630
2004	1090	1629
2005	1091	1629
2006	1091	1628
2007	1092	1627
2008	1092	1627
2009	1093	1626
2010	1093	1625
2011	1094	1625
2012	1094	1624
2013	1095	1623
2014	1095	1623
2015	1096	1622
2016	1096	1621
2017	1097	1621
2018	1097	1620
2019	1097	1619
2020	1098	1618
2021	1098	1617
2022	1099	1617
2023	1099	1616
2024	1099	1616
2025	1100	1615
2026	1100	1614
2027	1101	1614
2028	1101	1613
2029	1102	1612
2030	1102	1612
2031	1103	1611
2032	1103	1610
2033	1104	1610
2034	1104	1609
2035	1105	1608
2036	1105	1608
2037	1106	1607
2038	1106	1606
2039	1107	1606
2040	1107	1605
2041	1107	1604
2042	1108	1604
2043	1108	1603
2044	1109	1603
2045	1109	1602
2046	1110	1601
2047	1110	1601
2048	1111	1600
2049	1111	1600
2050	1112	1599
2051	1112	1598
2052	1113	1598
2053	1113	1597
2054	1114	1596
2055	1114	1596
2056	1115	1595
2057	1115	1595
2058	1116	1594
2059	1116	1594
2060	1117	1593
2061	1118	1593
2062	1118	1592
2063	1119	1592
2064	1120	1592
2065	1121	1592
2066	1121	1591
2067	1121	1590
2068	1122	1590
2069	1123	1589
2070	1123	1589
2071	1124	1589
2072	1125	1588
2073	1125	1588
2074	1126	1587
2075	1126	1586
2076	1127	1586
2077	1127	1585
2078	1128	1585
2079	1128	1584
2080	1129	1584
2081	1129	1583
2082	1130	1582
2083	1132	1584
2084	1133	1584
2085	1133	1583
2086	1134	1583
2087	1134	1582
2088	1135	1582
2089	1136	1581
2090	1136	1581
2091	1137	1580
2092	1137	1580
2093	1138	1579
2094	1138	1579
2095	1139	1578
2096	1140	1578
2097	1140	1577
2098	1141	1577
2099	1142	1577
2100	1143	1577
2101	1144	1577
2102	1144	1577
2103	1145	1576
2104	1146	1576
2105	1146	1575
2106	1146	1574
2107	1147	1574
2108	1147	1573
2109	1148	1572
2110	1148	1572
2111	1148	1571
2112	1149	1570
2113	1149	1569
2114	1150	1569
2115	1150	1568
2116	1151	1568
2117	1152	1567
2118	1152	1567
2119	1153	1566
2120	1153	1565
2121	1153	1565
2122	1154	1564
2123	1155	1564
2124	1155	1563
2125	1156	1562
2126	1156	1562
2127	1157	1561
2128	1157	1561
2129	1158	1560
2130	1158	1559
2131	1159	1559
2132	1159	1558
2133	1159	1557
2134	1160	1557
2135	1160	1556
2136	1161	1555
2137	1161	1555
2138	1162	1554
2139	1162	1554
2140	1163	1553
2141	1163	1552
2142	1163	1551
2143	1164	1551
2144	1164	1550
2145	1165	1549
2146	1165	1549
2147	1166	1548
2148	1166	1547
2149	1166	1546
2150	1167	1546
2151	1167	1545
2152	1168	1545
2153	1169	1544
2154	1169	1544
2155	1170	1543
2156	1170	1542
2157	1170	1541
2158	1171	1541
2159	1171	1540
2160	1171	1539
2161	1172	1539
2162	1172	1538
2163	1173	1537
2164	1173	1537
2165	1174	1536
2166	1174	1535
2167	1175	1535
2168	1175	1534
2169	1175	1533
2170	1176	1532
2171	1176	1532
2172	1177	1531
2173	1177	1530
2174	1178	1530
2175	1178	1529
2176	1179	1529
2177	1179	1528
2178	1180	1527
2179	1180	1527
2180	1181	1526
2181	1181	1526
2182	1182	1525
2183	1182	1524
2184	1183	1524
2185	1183	1523
2186	1184	1523
2187	1184	1522
2188	1185	1521
2189	1185	1521
2190	1185	1520
2191	1186	1519
2192	1186	1519
2193	1187	1518
2194	1187	1517
2195	1188	1517
2196	1188	1516
2197	1189	1516
2198	1189	1515
2199	1190	1514
2200	1190	1514
2201	1191	1513
2202	1191	1513
2203	1192	1512
2204	1192	1511
2205	1193	1511
2206	1193	1510
2207	1194	1510
2208	1194	1509
2209	1195	1508
2210	1195	1508
2211	1196	1507
2212	1196	1506
2213	1196	1506
2214	1197	1506
2215	1198	1505
2216	1198	1505
2217	1199	1504
2218	1199	1503
2219	1200	1503
2220	1200	1502
2221	1201	1502
2222	1201	1501
2223	1202	1500
2224	1202	1500
2225	1203	1499
2226	1203	1498
2227	1204	1498
2228	1204	1497
2229	1205	1497
2230	1205	1496
2231	1206	1495
2232	1206	1495
2233	1207	1494
2234	1207	1493
2235	1208	1493
2236	1208	1492
2237	1208	1492
2238	1209	1491
2239	1210	1490
2240	1210	1490
2241	1210	1489
2242	1211	1489
2243	1211	1488
2244	1212	1487
2245	1212	1487
2246	1213	1486
2247	1213	1485
2248	1214	1485
2249	1214	1484
2250	1215	1484
2251	1215	1483
2252	1216	1482
2253	1216	1482
2254	1217	1481
2255	1217	1480
2256	1218	1480
2257	1218	1479
2258	1218	1479
2259	1219	1478
2260	1219	1477
2261	1220	1477
2262	1220	1476
2263	1221	1476
2264	1221	1475
2265	1222	1474
2266	1222	1474
2267	1223	1473
2268	1223	1472
2269	1224	1472
2270	1224	1471
2271	1225	1470
2272	1225	1470
2273	1226	1469
2274	1226	1469
2275	1227	1468
2276	1227	1468
2277	1228	1467
2278	1228	1466
2279	1229	1466
2280	1229	1465
2281	1230	1465
2282	1230	1464
2283	1230	1463
2284	1231	1463
2285	1231	1462
2286	1232	1461
2287	1232	1460
2288	1233	1460
2289	1233	1459
2290	1233	1459
2291	1234	1458
2292	1234	1457
2293	1235	1457
2294	1235	1456
2295	1236	1455
2296	1236	1455
2297	1237	1454
2298	1237	1453
2299	1237	1453
2300	1238	1452
2301	1238	1451
2302	1239	1451
2303	1239	1450
2304	1240	1450
2305	1240	1449
2306	1241	1448
2307	1241	1448
2308	1242	1447
2309	1242	1447
2310	1243	1446
2311	1243	1445
2312	1244	1445
2313	1244	1444
2314	1245	1444
2315	1245	1443
2316	1246	1442
2317	1246	1442
2318	1246	1441
2319	1247	1441
2320	1247	1440
2321	1248	1439
2322	1248	1439
2323	1249	1438
2324	1249	1437
2325	1250	1437
2326	1250	1436
2327	1251	1436
2328	1251	1435
2329	1252	1434
2330	1252	1434
2331	1253	1433
2332	1253	1433
2333	1254	1432
2334	1254	1431
2335	1255	1431
2336	1255	1430
2337	1256	1430
2338	1256	1429
2339	1256	1428
2340	1257	1428
2341	1257	1427
2342	1258	1426
2343	1258	1426
2344	1259	1425
2345	1259	1425
2346	1260	1424
2347	1260	1423
2348	1261	1423
2349	1261	1422
2350	1262	1422
2351	1262	1421
2352	1263	1420
2353	1263	1420
2354	1264	1419
2355	1264	1419
2356	1264	1418
2357	1265	1417
2358	1265	1417
2359	1266	1416
2360	1266	1416
2361	1267	1415
2362	1267	1414
2363	1268	1413
2364	1268	1413
2365	1268	1412
2366	1269	1412
2367	1269	1411
2368	1270	1410
2369	1270	1410
2370	1271	1409
2371	1271	1409
2372	1272	1408
2373	1272	1407
2374	1273	1407
2375	1273	1406
2376	1274	1406
2377	1274	1405
2378	1275	1404
2379	1275	1404
2380	1276	1403
2381	1276	1403
2382	1277	1402
2383	1277	1402
2384	1278	1401
2385	1278	1400
2386	1278	1399
2387	1279	1399
2388	1279	1398
2389	1280	1398
2390	1280	1397
2391	1281	1396
2392	1281	1395
2393	1281	1395
2394	1282	1394
2395	1282	1394
2396	1283	1393
2397	1283	1392
2398	1284	1392
2399	1284	1391
2400	1285	1391
2401	1285	1390
2402	1285	1389
2403	1286	1389
2404	1286	1388
2405	1287	1387
2406	1287	1387
2407	1288	1386
2408	1288	1385
2409	1288	1385
2410	1289	1384
2411	1289	1383
2412	1290	1383
2413	1290	1382
2414	1291	1382
2415	1291	1381
2416	1292	1380
2417	1292	1380
2418	1293	1379
2419	1293	1379
2420	1293	1378
2421	1294	1377
2422	1294	1377
2423	1295	1376
2424	1295	1376
2425	1296	1375
2426	1296	1374
2427	1297	1374
2428	1297	1373
2429	1298	1373
2430	1298	1372
2431	1299	1371
2432	1299	1371
2433	1300	1370
2434	1300	1370
2435	1301	1369
2436	1301	1368
2437	1302	1368
2438	1302	1367
2439	1302	1366
2440	1303	1366
2441	1303	1365
2442	1304	1365
2443	1304	1364
2444	1305	1363
2445	1305	1363
2446	1306	1362
2447	1306	1361
2448	1306	1361
2449	1307	1360
2450	1307	1360
2451	1308	1359
2452	1308	1358
2453	1309	1358
2454	1309	1357
2455	1310	1357
2456	1310	1356
2457	1311	1355
2458	1311	1355
2459	1312	1354
2460	1312	1354
2461	1312	1353
2462	1313	1352
2463	1313	1352
2464	1314	1351
2465	1314	1351
2466	1315	1350
2467	1315	1349
2468	1316	1349
2469	1316	1348
2470	1317	1348
2471	1317	1347
2472	1318	1346
2473	1318	1346
2474	1318	1345
2475	1319	1344
2476	1319	1344
2477	1320	1343
2478	1320	1343
2479	1321	1342
2480	1321	1341
2481	1322	1341
2482	1322	1340
2483	1323	1340
2484	1323	1339
2485	1324	1338
2486	1324	1338
2487	1324	1337
2488	1325	1337
2489	1325	1336
2490	1326	1335
2491	1326	1335
2492	1327	1334
2493	1327	1333
2494	1327	1333
2495	1328	1332
2496	1328	1331
2497	1329	1331
2498	1330	1331
2499	1330	1330
2500	1331	1330
2501	1332	1329
2502	1332	1329
2503	1333	1328
2504	1333	1328
2505	1334	1327
2506	1334	1327
2507	1335	1326
2508	1335	1326
2509	1336	1325
2510	1337	1325
2511	1337	1325
2512	1338	1324
2513	1339	1324
2514	1339	1323
2515	1340	1323
2516	1341	1323
2517	1342	1323
2518	1343	1322
2519	1343	1322
2520	1344	1321
2521	1344	1321
2522	1345	1320
2523	1345	1320
2524	1346	1319
2525	1346	1319
2526	1347	1318
2527	1347	1317
2528	1348	1317
2529	1348	1316
2530	1349	1316
2531	1349	1315
2532	1350	1315
2533	1350	1314
2534	1351	1313
2535	1351	1313
2536	1352	1312
2537	1352	1312
2538	1353	1311
2539	1353	1311
2540	1354	1310
2541	1354	1310
2542	1355	1309
2543	1355	1308
2544	1356	1308
2545	1356	1307
2546	1357	1307
2547	1357	1306
2548	1358	1306
2549	1358	1305
2550	1359	1305
2551	1360	1304
2552	1360	1304
2553	1360	1303
2554	1361	1302
2555	1361	1302
2556	1362	1301
2557	1362	1301
2558	1363	1300
2559	1363	1299
2560	1364	1299
2561	1364	1298
2562	1365	1298
2563	1365	1297
2564	1366	1297
2565	1366	1296
2566	1367	1295
2567	1367	1295
2568	1368	1294
2569	1368	1294
2570	1369	1293
2571	1369	1293
2572	1370	1292
2573	1370	1291
2574	1371	1291
2575	1371	1290
2576	1372	1290
2577	1372	1289
2578	1373	1288
2579	1373	1288
2580	1373	1287
2581	1374	1286
2582	1374	1286
2583	1375	1285
2584	1375	1285
2585	1376	1284
2586	1376	1283
2587	1376	1283
2588	1377	1282
2589	1377	1282
2590	1378	1281
2591	1378	1281
2592	1379	1280
2593	1379	1279
2594	1380	1279
2595	1380	1278
2596	1380	1277
2597	1381	1277
2598	1381	1276
2599	1382	1276
2600	1382	1275
2601	1383	1274
2602	1383	1274
2603	1384	1273
2604	1384	1273
2605	1385	1272
2606	1385	1271
2607	1386	1271
2608	1386	1270
2609	1386	1269
2610	1387	1269
2611	1387	1268
2612	1388	1268
2613	1388	1267
2614	1389	1266
2615	1389	1266
2616	1390	1265
2617	1390	1265
2618	1390	1264
2619	1391	1264
2620	1391	1263
2621	1392	1262
2622	1392	1262
2623	1393	1261
2624	1393	1261
2625	1394	1260
2626	1394	1260
2627	1395	1259
2628	1395	1258
2629	1396	1258
2630	1397	1257
2631	1397	1257
2632	1398	1256
2633	1398	1256
2634	1399	1255
2635	1399	1255
2636	1400	1254
2637	1400	1254
2638	1401	1253
2639	1401	1252
2640	1401	1252
2641	1402	1251
2642	1402	1251
2643	1403	1250
2644	1403	1250
2645	1404	1249
2646	1404	1248
2647	1405	1248
2648	1405	1247
2649	1406	1247
2650	1406	1246
2651	1407	1245
2652	1407	1245
2653	1408	1244
2654	1408	1244
2655	1409	1243
2656	1409	1242
2657	1410	1242
2658	1410	1241
2659	1410	1241
2660	1411	1240
2661	1411	1240
2662	1412	1239
2663	1412	1238
2664	1413	1238
2665	1413	1237
2666	1414	1237
2667	1414	1236
2668	1414	1235
2669	1415	1235
2670	1415	1234
2671	1416	1233
2672	1416	1233
2673	1417	1232
2674	1417	1231
2675	1417	1231
2676	1418	1230
2677	1418	1230
2678	1419	1229
2679	1419	1229
2680	1420	1228
2681	1420	1227
2682	1421	1227
2683	1421	1226
2684	1422	1226
2685	1422	1225
2686	1423	1224
2687	1423	1224
2688	1423	1223
2689	1424	1223
2690	1424	1222
2691	1425	1221
2692	1425	1221
2693	1426	1220
2694	1426	1220
2695	1426	1219
2696	1427	1218
2697	1427	1218
2698	1428	1217
2699	1428	1217
2700	1429	1216
2701	1429	1216
2702	1430	1215
2703	1430	1214
2704	1431	1214
2705	1431	1213
2706	1432	1213
2707	1432	1212
2708	1433	1212
2709	1433	1211
2710	1434	1210
2711	1434	1210
2712	1435	1209
2713	1435	1209
2714	1436	1208
2715	1436	1208
2716	1437	1207
2717	1437	1206
2718	1438	1206
2719	1438	1205
2720	1439	1205
2721	1439	1204
2722	1439	1204
2723	1440	1203
2724	1440	1202
2725	1441	1202
2726	1441	1201
2727	1442	1201
2728	1442	1200
2729	1443	1200
2730	1443	1199
2731	1444	1198
2732	1444	1198
2733	1445	1197
2734	1445	1197
2735	1446	1196
2736	1446	1196
2737	1447	1195
2738	1447	1194
2739	1447	1194
2740	1448	1193
2741	1448	1192
2742	1448	1192
2743	1449	1191
2744	1449	1191
2745	1450	1190
2746	1450	1189
2747	1451	1189
2748	1451	1188
2749	1452	1188
2750	1452	1187
2751	1453	1187
2752	1453	1186
2753	1454	1185
2754	1454	1185
2755	1455	1184
2756	1455	1184
2757	1456	1183
2758	1456	1183
2759	1457	1182
2760	1457	1181
2761	1457	1181
2762	1458	1180
2763	1458	1179
2764	1458	1179
2765	1459	1178
2766	1459	1178
2767	1460	1177
2768	1460	1176
2769	1461	1176
2770	1461	1175
2771	1462	1175
2772	1462	1174
2773	1463	1174
2774	1463	1173
2775	1464	1172
2776	1464	1172
2777	1465	1171
2778	1465	1171
2779	1465	1170
2780	1466	1170
2781	1466	1169
2782	1467	1168
2783	1467	1168
2784	1468	1167
2785	1468	1167
2786	1469	1166
2787	1469	1166
2788	1470	1165
2789	1470	1164
2790	1471	1164
2791	1471	1163
2792	1472	1163
2793	1472	1162
2794	1473	1162
2795	1473	1161
2796	1474	1161
2797	1474	1160
2798	1475	1160
2799	1475	1159
2800	1476	1159
2801	1476	1158
2802	1477	1157
2803	1477	1157
2804	1478	1156
2805	1479	1156
2806	1479	1155
2807	1480	1155
2808	1480	1154
2809	1481	1154
2810	1481	1153
2811	1482	1153
2812	1482	1152
2813	1483	1152
2814	1483	1151
2815	1484	1151
2816	1484	1150
2817	1485	1150
2818	1485	1149
2819	1485	1148
2820	1486	1148
2821	1486	1147
2822	1487	1147
2823	1487	1146
2824	1488	1145
2825	1488	1145
2826	1489	1144
2827	1489	1144
2828	1490	1143
2829	1490	1142
2830	1491	1142
2831	1491	1141
2832	1492	1141
2833	1492	1140
2834	1492	1140
2835	1493	1139
2836	1493	1138
2837	1494	1138
2838	1494	1137
2839	1495	1137
2840	1495	1136
2841	1496	1136
2842	1496	1135
2843	1497	1135
2844	1497	1134
2845	1498	1133
2846	1498	1133
2847	1499	1132
2848	1499	1132
2849	1500	1131
2850	1500	1131
2851	1501	1130
2852	1501	1129
2853	1501	1129
2854	1502	1128
2855	1502	1128
2856	1503	1127
2857	1503	1127
2858	1504	1126
2859	1504	1126
2860	1505	1125
2861	1505	1124
2862	1506	1124
2863	1506	1123
2864	1507	1123
2865	1507	1122
2866	1508	1122
2867	1508	1121
2868	1509	1120
2869	1509	1120
2870	1510	1119
2871	1510	1119
2872	1511	1118
2873	1511	1118
2874	1511	1117
2875	1512	1116
2876	1512	1116
2877	1513	1115
2878	1513	1115
2879	1514	1114
2880	1514	1114
2881	1515	1113
2882	1515	1112
2883	1516	1112
2884	1516	1111
2885	1516	1111
2886	1517	1110
2887	1518	1110
2888	1518	1109
2889	1519	1109
2890	1520	1109
2891	1521	1108
2892	1521	1108
2893	1522	1107
2894	1522	1107
2895	1523	1106
2896	1523	1106
2897	1524	1105
2898	1524	1105
2899	1525	1104
2900	1525	1104
2901	1526	1103
2902	1527	1103
2903	1527	1102
2904	1528	1102
2905	1529	1101
2906	1529	1101
2907	1530	1100
2908	1530	1100
2909	1531	1099
2910	1531	1099
2911	1532	1098
2912	1532	1098
2913	1533	1097
2914	1534	1097
2915	1534	1096
2916	1535	1096
2917	1535	1095
2918	1536	1095
2919	1536	1094
2920	1537	1094
2921	1537	1093
2922	1537	1092
2923	1538	1092
2924	1538	1091
2925	1538	1090
2926	1538	1089
2927	1539	1089
2928	1539	1088
2929	1540	1088
2930	1540	1087
2931	1541	1087
2932	1541	1086
2933	1542	1085
2934	1542	1085
2935	1543	1084
2936	1543	1084
2937	1544	1083
2938	1544	1083
2939	1544	1082
2940	1545	1081
2941	1545	1081
2942	1546	1080
2943	1546	1080
2944	1547	1079
2945	1547	1079
2946	1548	1078
2947	1548	1078
2948	1549	1077
2949	1549	1076
2950	1550	1076
2951	1550	1075
2952	1551	1075
2953	1551	1074
2954	1552	1074
2955	1552	1073
2956	1553	1072
2957	1553	1072
2958	1553	1071
2959	1554	1071
2960	1554	1070
2961	1555	1070
2962	1555	1069
2963	1556	1068
2964	1556	1068
2965	1557	1067
2966	1557	1067
2967	1558	1066
2968	1558	1066
2969	1558	1065
2970	1559	1064
2971	1559	1064
2972	1560	1063
2973	1560	1063
2974	1561	1062
2975	1562	1062
2976	1562	1061
2977	1563	1061
2978	1563	1060
2979	1564	1060
2980	1564	1059
2981	1565	1059
2982	1565	1058
2983	1566	1058
2984	1566	1057
2985	1567	1057
2986	1567	1056
2987	1568	1055
2988	1568	1055
2989	1569	1054
2990	1569	1054
2991	1569	1053
2992	1570	1053
2993	1570	1052
2994	1571	1051
2995	1571	1051
2996	1572	1050
2997	1572	1050
2998	1573	1049
2999	1573	1049
3000	1574	1048
3001	1574	1048
3002	1575	1047
3003	1575	1046
3004	1576	1046
3005	1576	1045
3006	1577	1045
3007	1577	1044
3008	1578	1044
3009	1578	1043
3010	1579	1043
3011	1579	1042
3012	1580	1041
3013	1580	1041
3014	1580	1040
3015	1581	1040
3016	1582	1040
3017	1583	1039
3018	1583	1039
3019	1584	1038
3020	1584	1038
3021	1585	1037
3022	1585	1037
3023	1586	1036
3024	1586	1036
3025	1587	1035
3026	1587	1034
3027	1588	1034
3028	1588	1033
3029	1589	1033
3030	1589	1032
3031	1590	1032
3032	1590	1031
3033	1591	1031
3034	1591	1030
3035	1592	1029
3036	1592	1029
3037	1592	1028
3038	1593	1028
3039	1593	1027
3040	1594	1026
3041	1594	1026
3042	1595	1025
3043	1595	1025
3044	1596	1024
3045	1596	1024
3046	1597	1023
3047	1597	1023
3048	1598	1022
3049	1598	1022
3050	1599	1021
3051	1599	1021
3052	1600	1020
3053	1601	1020
3054	1601	1019
3055	1602	1019
3056	1602	1018
3057	1603	1018
3058	1603	1017
3059	1604	1017
3060	1604	1016
3061	1605	1015
3062	1605	1015
3063	1606	1014
3064	1606	1014
3065	1607	1013
3066	1607	1013
3067	1608	1012
3068	1608	1012
3069	1609	1011
3070	1609	1011
3071	1610	1010
3072	1610	1009
3073	1610	1009
3074	1611	1008
3075	1611	1008
3076	1612	1007
3077	1612	1007
3078	1613	1006
3079	1613	1006
3080	1614	1005
3081	1615	1005
3082	1615	1004
3083	1616	1004
3084	1616	1003
3085	1617	1003
3086	1618	1002
3087	1618	1002
3088	1619	1001
3089	1619	1001
3090	1620	1000
3091	1620	1000
3092	1621	999
3093	1621	999
3094	1622	998
3095	1622	997
3096	1623	997
3097	1623	996
3098	1623	996
3099	1624	995
3100	1624	995
3101	1625	994
3102	1625	993
3103	1626	993
3104	1626	992
3105	1627	992
3106	1627	991
3107	1628	991
3108	1628	990
3109	1629	990
3110	1629	989
3111	1630	988
3112	1630	988
3113	1631	987
3114	1631	987
3115	1632	986
3116	1632	986
3117	1633	985
3118	1634	985
3119	1634	984
3120	1635	984
3121	1635	983
3122	1636	983
3123	1636	982
3124	1637	982
3125	1637	981
3126	1638	981
3127	1638	980
3128	1639	980
3129	1639	979
3130	1640	979
3131	1640	978
3132	1641	977
3133	1641	977
3134	1642	976
3135	1642	976
3136	1642	975
3137	1643	974
3138	1643	974
3139	1644	973
3140	1644	973
3141	1645	973
3142	1646	972
3143	1646	972
3144	1647	971
3145	1647	971
3146	1648	970
3147	1648	969
3148	1649	969
3149	1649	968
3150	1650	968
3151	1650	967
3152	1651	967
3153	1651	966
3154	1652	966
3155	1652	965
3156	1652	964
3157	1653	964
3158	1654	963
3159	1654	963
3160	1655	962
3161	1655	962
3162	1656	961
3163	1656	961
3164	1656	960
3165	1657	960
3166	1657	959
3167	1658	958
3168	1658	958
3169	1659	957
3170	1659	957
3171	1660	956
3172	1661	956
3173	1661	956
3174	1662	955
3175	1663	955
3176	1663	954
3177	1664	954
3178	1664	953
3179	1665	953
3180	1665	952
3181	1666	951
3182	1666	951
3183	1667	950
3184	1667	950
3185	1668	949
3186	1668	949
3187	1668	948
3188	1669	948
3189	1669	947
3190	1670	946
3191	1670	946
3192	1671	945
3193	1671	945
3194	1672	944
3195	1672	944
3196	1673	943
3197	1673	942
3198	1673	942
3199	1674	942
3200	1675	941
3201	1675	941
3202	1676	940
3203	1676	939
3204	1677	939
3205	1678	939
3206	1678	938
3207	1679	938
3208	1679	937
3209	1680	937
3210	1680	936
3211	1681	935
3212	1681	935
3213	1681	934
3214	1682	933
3215	1682	933
3216	1682	932
3217	1683	932
3218	1683	931
3219	1684	931
3220	1684	930
3221	1684	929
3222	1685	929
3223	1685	928
3224	1686	928
3225	1687	927
3226	1687	927
3227	1688	926
3228	1688	926
3229	1688	925
3230	1689	925
3231	1689	924
3232	1690	923
3233	1690	923
3234	1691	922
3235	1692	922
3236	1692	921
3237	1693	921
3238	1693	920
3239	1694	920
3240	1694	919
3241	1695	919
3242	1695	918
3243	1696	918
3244	1696	917
3245	1697	917
3246	1697	916
3247	1698	916
3248	1698	915
3249	1699	914
3250	1699	914
3251	1700	913
3252	1700	913
3253	1700	912
3254	1701	912
3255	1702	911
3256	1702	911
3257	1703	910
3258	1703	910
3259	1704	909
3260	1704	909
3261	1705	908
3262	1705	907
3263	1706	907
3264	1710	908
3265	1710	908
3266	1711	907
3267	1712	907
3268	1713	907
3269	1713	906
3270	1714	906
3271	1715	905
3272	1715	905
3273	1716	905
3274	1717	904
3275	1718	904
3276	1718	903
3277	1719	903
3278	1719	902
3279	1719	901
3280	1720	901
3281	1721	900
3282	1721	900
3283	1721	899
3284	1722	899
3285	1723	898
3286	1723	898
3287	1724	898
3288	1725	897
3289	1726	897
3290	1726	896
3291	1727	896
3292	1727	895
3293	1728	895
3294	1728	894
3295	1729	894
3296	1730	893
3297	1730	893
3298	1731	892
3299	1731	891
3300	1732	891
3301	1732	891
3302	1733	890
3303	1734	890
3304	1734	889
3305	1735	889
3306	1736	889
3307	1737	888
3308	1738	888
3309	1739	887
3310	1739	887
3311	1740	886
3312	1740	886
3313	1741	885
3314	1741	885
3315	1741	884
3316	1742	884
3317	1742	883
3318	1743	883
3319	1743	882
3320	1744	881
3321	1744	881
3322	1745	880
3323	1745	880
3324	1746	879
3325	1746	879
3326	1747	878
3327	1747	878
3328	1748	877
3329	1748	877
3330	1749	876
3331	1749	875
3332	1750	875
3333	1750	874
3334	1751	874
3335	1751	873
3336	1752	873
3337	1752	872
3338	1753	872
3339	1753	871
3340	1754	871
3341	1755	870
3342	1755	870
3343	1756	869
3344	1756	869
3345	1757	868
3346	1757	868
3347	1758	867
3348	1759	867
3349	1759	866
3350	1760	866
3351	1760	865
3352	1761	865
3353	1761	864
3354	1762	864
3355	1762	863
3356	1763	862
3357	1763	862
3358	1764	861
3359	1764	861
3360	1765	861
3361	1766	860
3362	1766	859
3363	1767	859
3364	1767	858
3365	1768	858
3366	1769	858
3367	1769	857
3368	1770	857
3369	1771	857
3370	1772	856
3371	1772	855
3372	1773	855
3373	1773	854
3374	1774	854
3375	1774	853
3376	1775	853
3377	1775	852
3378	1776	852
3379	1776	851
3380	1777	850
3381	1777	850
3382	1778	849
3383	1778	849
3384	1779	848
3385	1779	848
3386	1780	847
3387	1780	847
3388	1780	846
3389	1781	846
3390	1782	845
3391	1782	844
3392	1783	844
3393	1783	843
3394	1784	843
3395	1785	843
3396	1785	842
3397	1786	842
3398	1786	841
3399	1787	841
3400	1787	840
3401	1788	839
3402	1788	839
3403	1789	838
3404	1789	838
3405	1790	837
3406	1790	837
3407	1791	836
3408	1791	836
3409	1791	835
3410	1792	835
3411	1792	834
3412	1793	833
3413	1793	833
3414	1794	832
3415	1794	832
3416	1795	831
3417	1796	831
3418	1796	830
3419	1797	830
3420	1797	829
3421	1797	829
3422	1798	828
3423	1798	827
3424	1799	827
3425	1799	826
3426	1800	826
3427	1800	825
3428	1801	825
3429	1801	824
3430	1801	824
3431	1802	823
3432	1802	822
3433	1803	822
3434	1803	821
3435	1804	821
3436	1804	820
3437	1805	820
3438	1805	819
3439	1807	819
3440	1808	819
3441	1808	818
3442	1808	817
3443	1809	817
3444	1809	816
3445	1810	816
3446	1810	815
3447	1811	815
3448	1811	814
3449	1812	814
3450	1812	813
3451	1813	813
3452	1813	812
