iter	Logloss
164	0.5634342547
165	0.5626430431
166	0.5619762021
167	0.5615463988
168	0.5608368527
169	0.560059824
170	0.5592851084
171	0.5586026742
172	0.5579157921
173	0.5571932817
174	0.5565375216
175	0.5558648556
176	0.5551470065
177	0.5545079041
178	0.5538625009
179	0.5531379444
180	0.5526084918
181	0.5518623516
182	0.551238195
183	0.550543259
184	0.5497947144
185	0.5490975238
186	0.5483859386
187	0.5477384036
188	0.547092351
189	0.5464635938
190	0.5458355019
191	0.5450971311
192	0.5443357074
193	0.5437404647
194	0.5430393645
195	0.5423817979
196	0.541670626
197	0.540959808
198	0.5404690163
199	0.5398948058
200	0.5392064648
201	0.5387367774
202	0.5380930333
203	0.5374891404
204	0.5369343914
205	0.5362269356
206	0.5354586616
207	0.5347935874
208	0.5340883689
209	0.5334534747
210	0.5330146584
211	0.5323513038
212	0.5317988254
213	0.5310712164
214	0.5305942106
215	0.5300109228
216	0.5296286277
217	0.5290680587
218	0.5284918025
219	0.5278847611
220	0.5271895674
221	0.526532023
222	0.5259011587
223	0.5253399339
224	0.5248993219
225	0.5241642344
226	0.5234608915
227	0.5229499294
228	0.5223891789
229	0.5217219033
230	0.5211222261
231	0.5206049468
232	0.5201423188
233	0.5194768463
234	0.5188679745
235	0.518328207
236	0.5176552241
237	0.5170666047
238	0.5164780702
239	0.515840113
240	0.5151657103
241	0.5145292844
242	0.5138866755
243	0.5133496047
244	0.512716005
245	0.5120537465
246	0.5114798603
247	0.5109268712
248	0.5104368107
249	0.509901514
250	0.5093680289
251	0.508849787
252	0.5082553218
253	0.5076687522
254	0.5069863977
255	0.5063977737
256	0.5058287438
257	0.5052450024
258	0.5046547156
259	0.5041054596
260	0.5035053882
261	0.5029268797
262	0.5023941185
263	0.5018544123
264	0.5012852391
265	0.5006654826
266	0.5001261071
267	0.499502551
268	0.4989963427
269	0.4983804366
270	0.4977348705
271	0.4972875973
272	0.4966964025
273	0.4961018582
274	0.495595391
275	0.4949613232
276	0.4943548744
277	0.4938037142
278	0.4933310935
279	0.4929072315
280	0.4924749776
281	0.4918353306
282	0.4912230389
283	0.4906850266
284	0.4901383015
285	0.4898564758
286	0.4892989252
287	0.4889754016
288	0.4885219517
289	0.488077165
290	0.4875416594
291	0.4869925136
292	0.4864340187
293	0.4859283305
294	0.4853905581
295	0.4847990767
296	0.4842617968
297	0.4836571021
298	0.48315701
299	0.4826811019
300	0.4823862145
301	0.4817859287
302	0.4813220456
303	0.4807200697
304	0.4803170707
305	0.4798084637
306	0.4792498949
307	0.4788467512
308	0.4783499638
309	0.4777215958
310	0.4771584556
311	0.4767525053
312	0.4762254051
313	0.4757958626
314	0.475251506
315	0.4747480888
316	0.4742176557
317	0.4736583936
318	0.473211943
319	0.4727283667
320	0.4722265254
321	0.4716883547
322	0.4711411228
323	0.4706092816
324	0.4701498187
325	0.4697076672
326	0.4692663458
327	0.4687300219
328	0.4682848854
329	0.4677710778
330	0.4673181007
331	0.4668285593
332	0.4662764316
333	0.4657292616
334	0.465234673
335	0.4650670767
336	0.4645631824
337	0.4640836561
338	0.4636232051
339	0.4631093798
340	0.4626944569
341	0.4622216188
342	0.4617205789
343	0.4613612879
344	0.460903569
345	0.4603719604
346	0.4598678489
347	0.4594270263
348	0.4589000237
349	0.4584415846
350	0.4580549683
351	0.4575538452
352	0.4570874302
353	0.4566984656
354	0.4562430486
355	0.4559067591
356	0.4554513867
357	0.4550279208
358	0.4545764148
359	0.4541928562
360	0.4537580799
361	0.4532722972
362	0.4527023114
363	0.4521784476
364	0.4516509391
365	0.4512038203
366	0.4508364721
367	0.4504234974
368	0.4499609744
369	0.4494546248
370	0.4490002847
371	0.4484379287
372	0.4481705401
373	0.4478183418
374	0.4473075289
375	0.446916171
376	0.446454321
377	0.4460183499
378	0.4455796949
379	0.445048172
380	0.4445927925
381	0.4441582994
382	0.4436273334
383	0.4431045874
384	0.4426815195
385	0.4421848457
386	0.4417225972
387	0.4413913926
388	0.4409094405
389	0.4405214836
390	0.4401155246
391	0.4397478132
392	0.439272219
393	0.4387435834
394	0.4382302838
395	0.4377195619
396	0.4372259877
397	0.4367555796
398	0.4363635703
399	0.4359548006
400	0.4355673579
401	0.4350403006
402	0.4344737717
403	0.4341631107
404	0.4336548541
405	0.4332838375
406	0.4327471108
407	0.4322388585
408	0.4317407883
409	0.4313150728
410	0.4309240226
411	0.4304316757
412	0.4300711924
413	0.4297203374
414	0.429383512
415	0.4289759742
416	0.4285382754
417	0.4281493032
418	0.4276293442
419	0.4271788592
420	0.4267061738
421	0.4262904334
422	0.4261544538
423	0.4257323859
424	0.4252610351
425	0.424756124
426	0.4244526421
427	0.4240253403
428	0.4235350165
429	0.4231386346
430	0.4227432292
431	0.422368561
432	0.4219252171
433	0.4214479627
434	0.4210217756
435	0.4206423119
436	0.4202292105
437	0.4197488659
438	0.4192801795
439	0.4189832112
440	0.4186254557
441	0.418271444
442	0.417921879
443	0.4174865502
444	0.4171117985
445	0.416754388
446	0.4163459531
447	0.41590588
448	0.4154563994
449	0.415076393
450	0.4147536932
451	0.414371119
452	0.4138886611
453	0.4135687271
454	0.4131957548
455	0.4127012626
456	0.412525504
457	0.4122790752
458	0.4118070764
459	0.4114363946
460	0.4110640768
461	0.4106538539
462	0.4102188984
463	0.4098570879
464	0.4094070542
465	0.4089686834
466	0.4085985595
467	0.4081122674
468	0.4076831664
469	0.4073442947
470	0.4070572224
471	0.406647858
472	0.4063038217
473	0.4059333523
474	0.4055238583
475	0.4050632399
476	0.404657093
477	0.4043383842
478	0.4039677326
479	0.4037718267
480	0.4033343561
481	0.4029200138
482	0.4026402795
483	0.4022049672
484	0.4018582991
485	0.4014992419
486	0.4010787247
487	0.4008298394
488	0.4004127443
489	0.400000983
490	0.3996520286
491	0.3993216659
492	0.3990132448
493	0.398607375
494	0.398218515
495	0.3978294416
496	0.3976787123
497	0.3973888078
498	0.3969076197
499	0.3965896457
500	0.3961804448
501	0.3958476169
502	0.3954097322
503	0.3951204632
504	0.3947314893
505	0.3943647349
506	0.3940713325
507	0.3936886936
508	0.3932485034
509	0.3928777832
510	0.3925468551
511	0.3921095711
512	0.3916625229
513	0.3913439858
514	0.3909959126
515	0.390562287
516	0.3901961994
517	0.3898288128
518	0.3895609848
519	0.3891378172
520	0.3887624762
521	0.3884166318
522	0.3880851147
523	0.3876739097
524	0.387402087
525	0.3870602522
526	0.3866174172
527	0.3862312243
528	0.3859041783
529	0.3854940288
530	0.3853128347
531	0.3849184632
532	0.3845844404
533	0.3842019277
534	0.3838283186
535	0.383451461
536	0.3830062228
537	0.3826120267
538	0.382229201
539	0.3818038333
540	0.3815403177
541	0.3812732629
542	0.3809209932
543	0.3805563025
544	0.3802226293
545	0.3798824174
546	0.3795346518
547	0.3791879265
548	0.3788230211
549	0.3784610341
550	0.3780488022
551	0.377665556
552	0.3772651346
553	0.3769918458
554	0.3766704599
555	0.3762892837
556	0.3758810179
557	0.3755519654
558	0.3752423016
559	0.3748720187
560	0.3745444541
561	0.3742492883
562	0.3739161596
563	0.3735428887
564	0.3731775924
565	0.3728282928
566	0.3725758286
567	0.3722422702
568	0.3719881137
569	0.3716024016
570	0.3712361347
571	0.370956656
572	0.3706599251
573	0.3702757351
574	0.3700200988
575	0.3696626973
576	0.3693125682
577	0.3689948144
578	0.3686852488
579	0.3683566452
580	0.3680099971
581	0.3676095528
582	0.3672924068
583	0.3670182098
584	0.3667145642
585	0.3663914114
586	0.366106015
587	0.3658036325
588	0.3654611179
589	0.3651649759
590	0.3649825217
591	0.3646918846
592	0.3642952769
593	0.364064991
594	0.3636769026
595	0.3633362221
596	0.3629727283
597	0.3626222899
598	0.3622749326
599	0.3619189041
600	0.3616084416
601	0.3612828954
602	0.3609090173
603	0.3605964304
604	0.3602205369
605	0.3598468984
606	0.3595316274
607	0.3591884515
608	0.3588970726
609	0.3588152938
610	0.3584808587
611	0.358151127
612	0.3578740449
613	0.3575863191
614	0.35725763
615	0.3569546567
616	0.3566281856
617	0.3563623281
618	0.3560831805
619	0.3557657335
620	0.3553643565
621	0.3550275396
622	0.3546885789
623	0.354365001
624	0.3540308613
625	0.3537023863
626	0.353327901
627	0.3530186747
628	0.3527191623
629	0.352461099
630	0.3521964849
631	0.3519823921
632	0.3516067655
633	0.3512713728
634	0.3510249786
635	0.350718243
636	0.350436711
637	0.3501604413
638	0.3499590122
639	0.3496280782
640	0.3493724232
641	0.3491158095
642	0.3488881466
643	0.3485736642
644	0.3482768937
645	0.3479596577
646	0.3476241347
647	0.3472737008
648	0.3469995929
649	0.3466714241
650	0.3463644726
651	0.346048823
652	0.345715537
653	0.3454217498
654	0.3450822432
655	0.3447152956
656	0.3445190916
657	0.344213146
658	0.3439332797
659	0.3436252173
660	0.3433567305
661	0.3431402735
662	0.3428806996
663	0.3426171584
664	0.3422687992
665	0.3419861258
666	0.341655215
667	0.3413394705
668	0.3411022443
669	0.3410226485
670	0.3406981865
671	0.3404226036
672	0.3401294522
673	0.3397961345
674	0.3395294645
675	0.339197832
676	0.338952655
677	0.3386579145
678	0.3383211132
679	0.3380320205
680	0.337792765
681	0.3375118777
682	0.3372705154
683	0.3369216524
684	0.3366442055
685	0.3363855894
686	0.3361698922
687	0.3359787686
688	0.3356884266
689	0.3354284947
690	0.3352681272
691	0.3349666491
692	0.3345982375
693	0.3344429242
694	0.3341339099
695	0.3338303641
696	0.3335377483
697	0.3332192886
698	0.3328697024
699	0.3326470285
700	0.3322795879
701	0.3320092643
702	0.3317347119
703	0.3314487139
704	0.3311121063
705	0.330831294
706	0.3305420817
707	0.3303092045
708	0.3299462429
709	0.3297217522
710	0.3293997764
711	0.3292676099
712	0.3289419893
713	0.3287043474
714	0.328352884
715	0.328071769
716	0.327786138
717	0.3275029705
718	0.3272879263
719	0.3270237513
720	0.326737609
721	0.3264529317
722	0.3262713043
723	0.3260379548
724	0.3257448809
725	0.3254597877
726	0.3252302928
727	0.3249568803
728	0.3247047117
729	0.3244387702
730	0.3241444887
731	0.3239241423
732	0.3236556547
733	0.3233395745
734	0.3230695813
735	0.322831444
736	0.3225086198
737	0.3221991493
738	0.3219755081
739	0.3216901792
740	0.3214383497
741	0.3211298518
742	0.3208683451
743	0.3206139376
744	0.320328699
745	0.3200917659
746	0.3198760904
747	0.3196171651
748	0.3193399708
749	0.3190544333
750	0.318878033
751	0.3186540516
752	0.3183915527
753	0.3180456477
754	0.3178426805
755	0.3175808279
756	0.3173037716
757	0.3170587565
758	0.3167596671
759	0.3165635209
760	0.3162878996
761	0.3160404353
762	0.3157975082
763	0.3155567338
764	0.3152678136
765	0.3150218632
766	0.3148343039
767	0.3145505924
768	0.3143041983
769	0.3140041859
770	0.313790576
771	0.3135835079
772	0.3133045918
773	0.3130510572
774	0.3127696087
775	0.3125323964
776	0.3122739543
777	0.3120403676
778	0.3117579298
779	0.3114956196
780	0.3112025829
781	0.3110478892
782	0.3107985974
783	0.3106726848
784	0.3103923221
785	0.3102365324
786	0.3099572637
787	0.3097250499
788	0.3094870563
789	0.3092947331
790	0.3090589296
791	0.308868964
792	0.3086337591
793	0.3083904914
794	0.3081692255
795	0.3079327556
796	0.307681876
797	0.3074821361
798	0.3072450285
799	0.3069713375
800	0.3068011815
801	0.3065205759
802	0.3062938024
803	0.3060327702
804	0.3058681645
805	0.3055568184
806	0.3053749125
807	0.3050896543
808	0.3048623253
809	0.3046083082
810	0.3043544996
811	0.3040882299
812	0.3038496512
813	0.3036317996
814	0.3033305513
815	0.3031828939
816	0.3029501227
817	0.3027190804
818	0.3024847833
819	0.3022281031
820	0.3019715348
821	0.3017326369
822	0.301515476
823	0.3012970478
824	0.301021405
825	0.3007921844
826	0.3005828089
827	0.3003435193
828	0.3000426707
829	0.2997933174
830	0.2995656614
831	0.2993299903
832	0.2990300046
833	0.2988537149
834	0.2987209288
835	0.2985007037
836	0.2982225627
837	0.2980308312
838	0.2977755332
839	0.2975584839
840	0.2973984316
841	0.2972000313
842	0.2969523688
843	0.2967713353
844	0.2965840318
845	0.2964704839
846	0.2962231863
847	0.2959853195
848	0.2957632712
849	0.295515044
850	0.2952919306
851	0.2950024532
852	0.2948302719
853	0.2945931511
854	0.2943485822
855	0.2942550914
856	0.2940055647
857	0.2938755895
858	0.2936793183
859	0.2934332689
860	0.2932333219
861	0.2930442511
862	0.2928471008
863	0.2926498854
864	0.2924062144
865	0.2921808256
866	0.2919327774
867	0.2917109415
868	0.2914732303
869	0.2912331339
870	0.2910110307
871	0.2908244347
872	0.2905951449
873	0.2903962274
874	0.2901498284
875	0.2899398111
876	0.2897605907
877	0.2895949517
878	0.2893309396
879	0.2891107887
880	0.2888893685
881	0.2886354792
882	0.2884102651
883	0.2883034091
884	0.2880730673
885	0.2878743393
886	0.2876818247
887	0.2874832216
888	0.2873070496
889	0.2871109804
890	0.2868907579
891	0.2866377633
892	0.2865052216
893	0.2862759698
894	0.2860024456
895	0.2858497332
896	0.2857125038
897	0.2855931829
898	0.285342915
899	0.285259544
900	0.2851574212
901	0.2849681265
902	0.2847451033
903	0.2845218153
904	0.2842866215
905	0.2840800884
906	0.2838675009
907	0.2836941789
908	0.2834521987
909	0.2832306475
910	0.2830324413
911	0.2828563259
912	0.2825868266
913	0.2823566617
914	0.2822410185
915	0.2820275211
916	0.2817760146
917	0.2815448999
918	0.28132803
919	0.2810717891
920	0.2808970153
921	0.2806521398
922	0.2804140175
923	0.2801955341
924	0.2800806369
925	0.2798389224
926	0.279653009
927	0.2794582196
928	0.2792438721
929	0.2789837288
930	0.2787720905
931	0.2785765203
932	0.2783802735
933	0.2781608025
934	0.2780091078
935	0.2777686015
936	0.2775748224
937	0.2773430605
938	0.2771511051
939	0.2769687052
940	0.2768331243
941	0.2766183633
942	0.2764004697
943	0.2762580376
944	0.276098556
945	0.2758995393
946	0.2757087794
947	0.2754777504
948	0.2753149633
949	0.2751064706
950	0.2750122439
951	0.2747685499
952	0.2745284603
953	0.2743313366
954	0.2741344039
955	0.2738980114
956	0.2736703967
957	0.2735019421
958	0.273309796
959	0.2732710754
960	0.2730828151
961	0.2728964278
962	0.2726606443
963	0.2724298396
964	0.2722451572
965	0.2720506619
966	0.2718352306
967	0.2715722838
968	0.2713770153
969	0.2712295067
970	0.2710039985
971	0.2707966428
972	0.2706600951
973	0.2704680564
974	0.2702467554
975	0.2700320707
976	0.2698266945
977	0.2696979246
978	0.2695067
979	0.2693633468
980	0.2691814321
981	0.2689868077
982	0.2688296523
983	0.2686432999
984	0.2684642245
985	0.2683563039
986	0.2681781752
987	0.267969334
988	0.2677547655
989	0.2675300832
990	0.2673623176
991	0.2671814517
992	0.2669298115
993	0.266791731
994	0.266642287
995	0.2664737755
996	0.2662942462
997	0.2661086159
998	0.2659108013
999	0.2657905237
1000	0.2656006801
1001	0.2653838793
1002	0.2651512731
1003	0.2649516152
1004	0.2646943163
1005	0.2645122566
1006	0.2643624883
1007	0.2641905941
1008	0.2640350204
1009	0.2638281337
1010	0.263653971
1011	0.263474869
1012	0.2632935737
1013	0.2630518024
1014	0.2628673251
1015	0.262656174
1016	0.2625121924
1017	0.262348508
1018	0.262153982
1019	0.2619896539
1020	0.2618176069
1021	0.2616439719
1022	0.2614407535
1023	0.2612395672
1024	0.2610625611
1025	0.2609134093
1026	0.2607239444
1027	0.2605423094
1028	0.2603867241
1029	0.2602256703
1030	0.2600390972
1031	0.2598256065
1032	0.2596812562
1033	0.2595193194
1034	0.2593694957
1035	0.2592034505
1036	0.2590586802
1037	0.2588827473
1038	0.2587273682
1039	0.2585261981
1040	0.258324278
1041	0.2581507816
1042	0.2579190636
1043	0.2577574424
1044	0.2576143734
1045	0.2574164812
1046	0.2572416019
1047	0.2570615761
1048	0.2569107543
1049	0.2567448364
1050	0.2565732761
1051	0.2564044935
1052	0.2562634941
1053	0.2560624659
1054	0.2559159797
1055	0.2557205339
1056	0.255551333
1057	0.2553813982
1058	0.2551911975
1059	0.2550209243
1060	0.2548835846
1061	0.2546770958
1062	0.2544685489
1063	0.2542951522
1064	0.2540915356
1065	0.2539204214
1066	0.2537720407
1067	0.2536148932
1068	0.253469818
1069	0.2532968953
1070	0.2531697365
1071	0.2530454471
1072	0.2528282315
1073	0.2526824138
1074	0.2524955523
1075	0.252309894
1076	0.2521224445
1077	0.2519078586
1078	0.2516811293
1079	0.2514664443
1080	0.2512350257
1081	0.2510331423
1082	0.250902823
1083	0.2507238593
1084	0.2505167401
1085	0.2503948894
1086	0.2502331037
1087	0.2500493694
1088	0.2498678695
1089	0.249709623
1090	0.2495458499
1091	0.2493353071
1092	0.2491880999
1093	0.249040253
1094	0.2488278777
1095	0.2486638726
1096	0.2485245657
1097	0.2483513878
1098	0.2481769873
1099	0.2479875899
1100	0.2478996786
1101	0.2477605455
1102	0.2475840961
1103	0.2474237266
1104	0.2472336813
1105	0.2470538364
1106	0.2469110409
1107	0.2467716309
1108	0.2465864208
1109	0.2463592089
1110	0.2462010965
1111	0.2460184704
1112	0.245897995
1113	0.2457583814
1114	0.2456094671
1115	0.2455827921
1116	0.2454036093
1117	0.2452340347
1118	0.245067836
1119	0.2448687471
1120	0.2446811716
1121	0.2445064098
1122	0.244359801
1123	0.2442746186
1124	0.2440878455
1125	0.2439812942
1126	0.2438867623
1127	0.2437396857
1128	0.2435888266
1129	0.2434840072
1130	0.243361706
1131	0.2431531795
1132	0.2429834191
1133	0.2427889758
1134	0.2426271924
1135	0.2424700899
1136	0.2423155587
1137	0.2421357035
1138	0.2420043272
1139	0.2417992247
1140	0.2416334645
1141	0.241437417
1142	0.2412703943
1143	0.2411107395
1144	0.2410036934
1145	0.2408169621
1146	0.2406605709
1147	0.2405546939
1148	0.2403954315
1149	0.2402958984
1150	0.240120524
1151	0.2399477829
1152	0.2397885316
1153	0.2396306833
1154	0.2394851557
1155	0.2393325055
1156	0.2392198492
1157	0.2391065867
1158	0.2389640399
1159	0.2387617047
1160	0.2386419517
1161	0.2384868208
1162	0.2383197024
1163	0.2381763213
1164	0.2380589596
1165	0.2378875947
1166	0.2377418274
1167	0.2375938417
1168	0.2374497507
1169	0.2372876705
1170	0.2371490022
1171	0.2370768135
1172	0.2370044782
1173	0.2368594147
1174	0.2366967428
1175	0.2365498083
1176	0.2363506105
1177	0.2361444894
1178	0.2359837029
1179	0.2358207476
1180	0.2356904371
1181	0.2355101828
1182	0.2353533775
1183	0.2352071806
1184	0.2350661378
1185	0.2348930642
1186	0.2347302511
1187	0.2345770777
1188	0.2344338843
1189	0.2342922943
1190	0.2341857238
1191	0.2340529368
1192	0.2339780094
1193	0.2338079234
1194	0.2336463364
1195	0.2334719498
1196	0.2333196809
1197	0.2331531972
1198	0.2329782653
1199	0.2328403635
1200	0.2327126887
1201	0.2325719619
1202	0.2323919517
1203	0.2322476786
1204	0.2320795965
1205	0.2319552549
1206	0.2317973641
1207	0.2316319202
1208	0.2314741022
1209	0.2313581755
1210	0.231198231
1211	0.2310313476
1212	0.2309052286
1213	0.2307549219
1214	0.2305726727
1215	0.2303988404
1216	0.2302441492
1217	0.2301731697
1218	0.2300061388
1219	0.2298295707
1220	0.2296789237
1221	0.2294930856
1222	0.2293461721
1223	0.2292102945
1224	0.2290463685
1225	0.2289837716
1226	0.2288438992
1227	0.2287174576
1228	0.2285807117
1229	0.2284838334
1230	0.2283123144
1231	0.2281445378
1232	0.2279795559
1233	0.2277920033
1234	0.2276784892
1235	0.2275372026
1236	0.2273891136
1237	0.2272533518
1238	0.2270792121
1239	0.2269204156
1240	0.2267161238
1241	0.2266006957
1242	0.2264427877
1243	0.2262872788
1244	0.2261391069
1245	0.2260786509
1246	0.22595279
1247	0.2258205401
1248	0.2257006488
1249	0.2255765468
1250	0.2254278204
1251	0.2253260356
1252	0.2251746873
1253	0.2250041021
1254	0.2248155325
1255	0.2246508458
1256	0.2244796727
1257	0.2243491592
1258	0.2241905486
1259	0.2240516861
1260	0.2238666833
1261	0.2237557745
1262	0.2236062805
1263	0.223488551
1264	0.2233487435
1265	0.2231961074
1266	0.2230666879
1267	0.2229157529
1268	0.2227728532
1269	0.2226606385
1270	0.2225360187
1271	0.2223912236
1272	0.2222466484
1273	0.2221436792
1274	0.2219922314
1275	0.2218945202
1276	0.2217370308
1277	0.2215777073
1278	0.2214528607
1279	0.2213098545
1280	0.221141404
1281	0.2210172091
1282	0.220893776
1283	0.2207630988
1284	0.2205981756
1285	0.2204818313
1286	0.2203380542
1287	0.2202591117
1288	0.2201403692
1289	0.2200692803
1290	0.2199458316
1291	0.2198280793
1292	0.2197294383
1293	0.2195580435
1294	0.2194096257
1295	0.2192907242
1296	0.2191578229
1297	0.2190193861
1298	0.2189225538
1299	0.2187766192
1300	0.2186036463
1301	0.2185005665
1302	0.2184049669
1303	0.2183414267
1304	0.2181994805
1305	0.218084356
1306	0.218000764
1307	0.2179292679
1308	0.2177467114
1309	0.2176562035
1310	0.2175349683
1311	0.2173938634
1312	0.2172673098
1313	0.2171571155
1314	0.2170634242
1315	0.2169323981
1316	0.2167725449
1317	0.2166604808
1318	0.2165166167
1319	0.216423323
1320	0.2162835341
1321	0.2161388709
1322	0.216054483
1323	0.2159312778
1324	0.2157938381
1325	0.2156992372
1326	0.2156291013
1327	0.2155379989
1328	0.2154260182
1329	0.215379283
1330	0.2152419359
1331	0.2151342576
1332	0.2150430191
1333	0.2148962992
1334	0.214866203
1335	0.2147384914
1336	0.2145965383
1337	0.2144335483
1338	0.214339197
1339	0.2142010751
1340	0.214146337
1341	0.2140239594
1342	0.2139248737
1343	0.2137832861
1344	0.2136409297
1345	0.2135053617
1346	0.213368166
1347	0.2132216444
1348	0.2131178737
1349	0.2129638744
1350	0.2129315088
1351	0.2127575799
1352	0.2126307602
1353	0.2125859762
1354	0.2124773384
1355	0.2123340593
1356	0.2122864935
1357	0.2121735302
1358	0.2120611713
1359	0.2119301907
1360	0.2117575355
1361	0.2116100737
1362	0.2115481721
1363	0.2114590467
1364	0.2113217485
1365	0.2111592048
1366	0.2110324926
1367	0.2108872747
1368	0.210790837
1369	0.210696171
1370	0.2105610532
1371	0.2104385833
1372	0.2103363029
1373	0.2101949147
1374	0.2100717446
1375	0.2099073985
1376	0.2097939727
1377	0.2096751457
1378	0.2095642525
1379	0.2094443782
1380	0.2093283284
1381	0.2092123495
1382	0.2090785348
1383	0.2089144055
1384	0.2087710919
1385	0.2086283681
1386	0.2085351869
1387	0.2084329888
1388	0.2082913198
1389	0.2081584257
1390	0.208025447
1391	0.2078998974
1392	0.2077744418
1393	0.2076133825
1394	0.2074662595
1395	0.2073328477
1396	0.2072016325
1397	0.2070903904
1398	0.2069557636
1399	0.2068475635
1400	0.2067542423
1401	0.2066350625
1402	0.2065109894
1403	0.2063957528
1404	0.2062633897
1405	0.2061948309
1406	0.2060716785
1407	0.2058976459
1408	0.205764171
1409	0.2056671662
1410	0.2055192802
1411	0.2054020945
1412	0.2052623201
1413	0.2051246761
1414	0.205043592
1415	0.204916842
1416	0.2048167638
1417	0.2047329654
1418	0.2046111508
1419	0.2045347097
1420	0.204402892
1421	0.2043003598
1422	0.2041813574
1423	0.2040841228
1424	0.2039686794
1425	0.2039169907
1426	0.2037779136
1427	0.2036554452
1428	0.2035131636
1429	0.2034911527
1430	0.2033900323
1431	0.2032576115
1432	0.2031490133
1433	0.2030347413
1434	0.2029486974
1435	0.2028093524
1436	0.2027105614
1437	0.2025890037
1438	0.202472767
1439	0.2023756172
1440	0.2022384166
1441	0.2021362944
1442	0.202041019
1443	0.2019328281
1444	0.2018430676
1445	0.2017252858
1446	0.2016143873
1447	0.2015362654
1448	0.2014183688
1449	0.2012869211
1450	0.2012326351
1451	0.2011127843
1452	0.2009624406
1453	0.2008546693
1454	0.2007131595
1455	0.2005816662
1456	0.2004610542
1457	0.20033035
1458	0.2002142604
1459	0.2000762464
1460	0.19993939
1461	0.1998089806
1462	0.1997552046
1463	0.1996336211
1464	0.1995307624
1465	0.1994120054
1466	0.1992790081
1467	0.1991996624
1468	0.1991055041
1469	0.1989699159
1470	0.1988356339
1471	0.1988150086
1472	0.1986955996
1473	0.1985993793
1474	0.1985014686
1475	0.1983826542
1476	0.1982993044
1477	0.1981736219
1478	0.1981136369
1479	0.1979754712
1480	0.1978802464
1481	0.1977754678
1482	0.1976995842
1483	0.1975817129
1484	0.1974714401
1485	0.1973955062
1486	0.1972685019
1487	0.1971305898
1488	0.197021868
1489	0.1969200973
1490	0.1968101651
1491	0.1966875836
1492	0.1965661048
1493	0.1964279139
1494	0.1963580008
1495	0.196265852
1496	0.1961434358
1497	0.1960228019
1498	0.1958914586
1499	0.1957597379
1500	0.1956571415
1501	0.1955874335
1502	0.1954601487
1503	0.1952982575
1504	0.1951820912
1505	0.1950830988
1506	0.1949372822
1507	0.1948854169
1508	0.1948240542
1509	0.1947129945
1510	0.1945851156
1511	0.1944693314
